logFC AveExpr t P.Value adj.P.Val B GENE
ANO6 -1.7935035 5.60889085 -5.2767095 0.00422045725 0.0479297465 -1.113879227 196527
ANO7 -4.711837 9.2039479 -5.314762 0.001803853 0.035502998 -0.941490232 50636
ANO9 -2.369966 5.4623566 -6.967485 0.000434202 0.01788253 0.569781644 338440
ANP32E -2.6641575 5.6539279 -11.87365 3.0068055e-05 0.008657278 3.4832564915 81611
ANTXR1 -2.73747066666667 6.039699 -5.18404333333333 0.00236777633333333 0.0394897826666667 -1.09798698 84168
ANXA1 -2.861395 12.118032 -4.947166 0.002584854 0.042265597 -1.327611288 301
ANXA8L2 -4.138619 6.23657825 -4.682221 0.0034633805 0.0492250505 -1.6212435675 244
AOC3 -3.38821 9.6873031 -10.9082 3.519649e-05 0.008596569 3.091285464 8639
AOX1 -3.030151 7.8331882 -6.98262 0.0004291236 0.017803685 0.58209781 316
AP3B2 -1.496194 4.4126986 -4.668617 0.003435855 0.049413554 -1.633657119 8120
APBB1 -2.168038 6.8763837 -7.7855055 0.00023854825 0.013744764 1.1996738215 322
APOBEC3C -3.585735 5.5762515 -8.435546 0.0001513942 0.011511838 1.656903878 27350
APOBEC3G -2.3819355 4.81148265 -5.0739285 0.003426739 0.0457548565 -1.252210594 60489
AQP3 -2.0891225 10.60148325 -6.6468745 0.00110656925 0.025161991 0.1803053545 360
ARHGAP22 -2.586825 7.3658756 -12.7215 1.446648e-05 0.008596569 3.910171793 58504
ARHGAP23 -2.369591 8.5317302 -6.451447 0.0006568614 0.021709704 0.134353265 57636
ARHGAP5 -1.142399 7.4306976 -4.977948 0.002506447 0.04155717 -1.294512229 394
ARHGEF4 -1.9156885 7.12511105 -6.750826 0.000806939 0.0221489535 0.3132416 50649
ARL4C -1.608039 7.9718278 -5.161691 0.002090912 0.038339067 -1.099866358 10123
ARL4D -2.817131 5.8784307 -8.5885865 0.000147951405 0.0114113245 1.745479044 379
ARMCX1 -4.043312 8.234031 -13.48001 1.032556e-05 0.008596569 4.207382796 51309
ART3 -1.813263 2.9592876 -5.276747 0.001870717 0.03617282 -0.980505759 419
ART5 -1.775582 4.7409057 -5.644447 0.001325423 0.030362648 -0.611701938 116969
ASB2 -4.022103 9.0343694 -8.642021 0.0001322193 0.011112275 1.793946328 51676
ASPA -2.9726435 3.4098326 -6.0661415 0.0009620759 0.0256766265 -0.219763298 443
ATF2 -1.312799 6.6464929 -5.65257033333333 0.0016581608 0.0326589256666667 -0.6403146 1386
ATG5 -1.722323 7.95191185 -6.8339745 0.0004830878 0.018730459 0.4597228325 9474
ATOH8 -2.159825 6.8484202 -6.149314 0.0008473059 0.024520742 -0.135230377 84913
ATP10D -2.396647 5.8660435 -9.8105985 6.9688025e-05 0.0093474595 2.4932635345 57205
ATP1A2 -3.1327 9.3437672 -8.771572 0.0001216223 0.010894794 1.878134925 477
ATP1B1 -1.934642 10.0631314 -5.959165 0.001028739 0.026741265 -0.3150441765 481
ATP2B4 -2.7754425 5.95708435 -8.0830725 0.00176760844 0.0292484645 0.86441607 493
ATP8A1 1.256617 6.4171046 4.981992 0.002496347 0.04155717 -1.290174007 10396
ATP8B4 -4.629697 6.4973437 -8.74853 0.0001234332 0.010894794 1.863260903 79895
AVPI1 -1.958971 8.3339322 -8.878825 0.0001135872 0.010702089 1.946809175 60370
AXIN2 -2.182772 5.92480956666667 -9.546829 0.000133092263333333 0.0110531006666667 2.256873006 8313
AXL -1.431577 7.7825438 -5.756223 0.001197443 0.028994309 -0.503302339 558
B3GALT6 1.70462 11.3614398 8.002353 0.0002030732 0.012838982 1.357427078 126792
B3GNT8 -2.381479 7.1632946 -11.00944 3.33756e-05 0.008596569 3.141532074 374907
B3GNT9 -2.150525 6.97297026666667 -7.76892566666667 0.0003053748 0.0147549406666667 1.15234175866667 84752
BAI2 -1.732997 4.7330111 -4.771776 0.003088307 0.046797518 -1.518935297 576
BAI3 -3.572707 2.9427495 -10.20166 5.166235e-05 0.00872608 2.723748995 577
BAMBI 3.886603 11.6807145 6.908656 0.0004546097 0.018158749 0.52166771 25805
BANK1 4.565362 10.3118267 11.85357 2.179372e-05 0.008596569 3.538778745 55024
BCHE -3.602885 6.961887 -5.098453 0.002224398 0.039253756 -1.166292896 590
BCL11A -4.796881 4.45274726666667 -10.9012143333333 0.000161143886333333 0.0117379146666667 2.70455506433333 53335
BDH2 -2.154768 7.37271545 -5.2727315 0.0020148825 0.036910964 -0.994484863 56898
BEND5 -2.654763 6.1891235 -12.66482 1.484687e-05 0.008596569 3.886973089 79656
BEX1 -6.936763 5.3408295 -10.08711 5.510379e-05 0.00889067 2.661241988 55859
BHMT2 -3.5579235 5.4872923 -9.994112 5.956168e-05 0.0090154585 2.6054798455 23743
BMP2 -1.462703 3.994369 -5.269251 0.001884234 0.036236174 -0.988224605 650
BMP4 -2.205292 6.5418265 -7.228888 0.0003553697 0.01637356 0.7790334 652
BNC2 -2.41975675 5.483676125 -6.446635 0.0007427203 0.02244002525 0.1129165755 54796
BNIPL -1.939823 4.5996015 -5.127295 0.002162351 0.038811104 -1.135923209 149428
BOC -2.054718 6.5208683 -5.403999 0.001657307 0.033895361 -0.850715614 91653
BRP44 1.862804 11.52228625 5.5758685 0.001673515 0.032982117 -0.704240978 25874
C10orf140 -4.299924 3.2472209 -7.011757 0.0004195374 0.017626218 0.605738757 387640
C10orf25 -1.351694 3.9455861 -6.558254 0.0006016596 0.020801617 0.22700538 220979
C10orf65 -1.965696 2.508672 -4.721303 0.003253124 0.048155002 -1.574861704 112817
C10orf81 3.45381 8.04594665 6.8881415 0.00046212085 0.018321925 0.5047531095 79949
C10orf82 -2.8682645 2.59827025 -7.367867 0.001272845305 0.025353156 0.5939095975 143379
C11orf70 -3.314141 3.5655045 -8.508505 0.0001442731 0.011334888 1.705737087 85016
C13orf1 -1.467107 5.55792 -6.059347 0.00528894805 0.04978009 -0.5814507275 57213
C14orf159 -2.555877 8.5301487 -12.6845 1.471349e-05 0.008596569 3.895044187 80017
C14orf37 -2.961928 4.0408526 -7.755721 0.0002415029 0.013775167 1.179316167 145407
C15orf23 1.457007 9.3054289 6.474235 0.0006446122 0.021409411 0.154235478 90417
C15orf34 -2.172785 4.7970735 -4.734981 0.003207497 0.04790772 -1.559667218 80072
C15orf41 -1.987154 6.1209711 -5.773741 0.001178692 0.028727032 -0.486466419 84529
C15orf59 -3.044517 9.0768657 -6.71053 0.0005319075 0.019642181 0.356784548 388135
C16orf45 -2.709659 8.7779167 -11.32824 2.831606e-05 0.008596569 3.29602113 89927
C16orf89 -2.1273515 3.6965229 -7.448591 0.00065636998 0.0195806105 0.8005863285 146556
C17orf51 -1.33865 5.9775186 -5.6182905 0.0021334557 0.0355695695 -0.708830597 339263
C18orf34 -4.779948 3.8365325 -7.323979 0.000330877 0.015828298 0.853359013 374864
C19orf41 -3.860807 3.1062931 -5.91423 0.001039869 0.02689562 -0.352926644 126123
C19orf48 1.814116 12.0183243 6.307218 0.0007408733 0.022962165 0.007062797 84798
C1orf114 -2.813614 3.3081499 -6.1852085 0.00101529845 0.025585319 -0.135959687 57821
C1orf133 -2.798496 8.1266641 -9.050699 0.0001019553 0.010217086 2.054970959 574036
C1orf175 -3.079144 6.0329135 -6.264469 0.0007680945 0.02340536 -0.031154253 374977
C1orf182 2.134608 6.1714736 5.96753 0.0009921638 0.02619487 -0.302943643 128229
C1orf190 -2.266622 6.6511511 -8.222791 0.0001745939 0.012280227 1.511892804 541468
C1orf213 -1.354037 7.7814782 -7.660239 0.0002585865 0.014302025 1.108812706 148898
C1orf217 -2.797055 3.1483751 -8.977271 0.0001067476 0.010400959 2.009043602 84719
C1orf226 1.045307 6.7584804 4.82782 0.0030023315 0.0455967355 -1.4610816825 400793
C1orf54 -2.052388 10.5771902 -9.589272 7.350574e-05 0.009325872 2.379486002 79630
C1orf70 -2.131679 6.2177604 -8.905687 0.0001116719 0.010654649 1.963865861 339453
C1orf97 1.471709 9.4538933 5.90683 0.001046697 0.027016486 -0.35989567 84791
C1QTNF4 -1.591912 5.1140014 -6.899444 0.0004579043 0.018175649 0.514098555 114900
C2 -2.58790375 6.168769325 -5.33010575 0.003579095625 0.0433425105 -1.002425034 717
C20orf194 -2.002592 6.7816941 -7.879429 0.0002212678 0.013241362 1.269367085 25943
C20orf200 -2.506028 4.2011722 -9.046457 0.0001022253 0.010217086 2.05232947 253868
C20orf3 1.1066341 11.15219975 5.752674 0.00125210295 0.029244957 -0.512773248 57136
C21orf63 -1.485873 5.7736403 -7.4865135 0.00038174885 0.016248546 0.9329644965 59271
C21orf71 -2.949021 2.8986667 -9.939021 5.995347e-05 0.008995388 2.579173999 282566
C22orf36 -1.586326 8.9553031 -8.13211 0.0001857121 0.012471907 1.448879286 388886
C2CD2L 1.437112 10.2623622 4.661165 0.003462627 0.049577023 -1.642008279 9854
C2orf12 -2.155745 9.9023327 -6.823971 0.0004859527 0.01876388 0.451732646 192137
C2orf40 -3.705064 8.6238894 -5.877746 0.001074035 0.027385232 -0.387355198 84417
C3orf57 -4.207551 5.7155786 -4.869272 0.002795988 0.044286212 -1.412006989 165679
C4orf38 -2.983272 4.771533 -8.532434 0.0001420224 0.011235746 1.721655302 152641
C4orf39 -1.336547 5.5381206 -4.643856 0.00352572 0.049971749 -1.661437322 152756
C4orf48 1.759564 9.9552638 6.349064 0.0007152926 0.022699596 0.044254793 401115
C4orf49 -2.35689 5.8437736 -6.339891 0.0007208124 0.022770086 0.036120162 84709
C5orf4 -2.750367 8.6938416 -10.5578 4.245109e-05 0.008695089 2.912785476 10826
C7 -2.7059615 5.6035154 -5.284971 0.002044792 0.0371090145 -0.9857014015 730
C7orf31 -1.764111 4.8341559 -5.588761 0.001394962 0.0311419 -0.666342212 136895
C7orf41 -2.1865875 6.49547475 -5.8122615 0.0016430376 0.0317543995 -0.5076079965 222166
C7orf58 -2.379985 4.6739648 -8.7498685 0.000259655655 0.0136836465 1.7155535545 79974
C8orf44 -1.099212 7.629574 -5.167317 0.002079483 0.038235439 -1.093984748 56260
C8orf51 1.486265 3.7150764 6.47483 0.0006442961 0.021409411 0.154753446 78998
C8orf60 -1.561492 5.4586559 -5.934045 0.001021835 0.026649732 -0.334302133 619426
C9orf125 -4.893653 7.2020695 -13.11581 1.538434e-05 0.008596569 4.0216203435 84302
C9orf24 -3.439254 6.7429532 -7.762144 0.0002404012 0.013775167 1.184027512 84688
C9orf3 -2.286031 8.9398111 -8.146738 0.0001872803 0.0124263955 1.4560209915 84909
C9orf47 -1.8584075 2.18087845 -5.637623 0.00171259925 0.033032198 -0.656294354 286223
CA11 -3.844967 5.3955952 -9.976996 5.866426e-05 0.008995388 2.600357139 770
CA14 -5.590028 6.1520644 -4.934056 0.002619088 0.042608693 -1.341751281 23632
CA2 2.734865 5.0107351 6.939459 0.0004437899 0.018024519 0.546907839 760
CACHD1 -2.709986 2.4894314 -5.895021 0.0010577 0.027178763 -0.37103151 57685
CACNA1C -2.2067875 7.24984155 -6.451755 0.0008624448 0.0234976135 0.0902463025 775
CACNA2D3 -2.165128 4.7002137 -7.712663 0.0002492439 0.014038596 1.1474976825 55799
CACNB4 -3.099324 4.139645 -14.30735 7.291124e-06 0.008596569 4.505553895 785
CALCR 1.077814 0.9754218 5.116891 0.002184505 0.038944494 -1.14686465 799
CALHM2 -1.21207 7.3987249 -4.987114 0.002483623 0.041525697 -1.284683443 51063
CAMK2G -1.522745 8.4767436 -7.674973 0.00037650965 0.016061493 1.050915441 818
CAMK2N1 -2.945609 7.09436933333333 -5.879195 0.00109755346666667 0.027652955 -0.389494934666667 55450
CAND2 -1.795288 7.9998752 -4.786249 0.003042804 0.046478392 -1.502970668 23066
CAPG -2.373027 10.9073258 -5.952768 0.001005121 0.026383225 -0.316750014 822
CAPN12 -2.520877 4.34061225 -6.4043705 0.0013366872 0.02742701 -0.025563797 147968
CAPNS2 -2.265784 7.826566 -4.823685 0.002928582 0.045411681 -1.461824228 84290
CAPS -1.1339935 9.2703358 -5.2065915 0.002087958 0.0378186025 -1.0588757205 828
CASQ1 -2.788026 3.5518375 -4.775854 0.003075409 0.046707002 -1.51443415 844
CASQ2 -3.160176 2.8718333 -6.100183 0.0008839192 0.02501802 -0.180142406 845
CAV1 -2.09810109090909 9.93343129090909 -7.94983781818182 0.000213951518181818 0.0131218478181818 1.31749469072727 857
CAV2 -1.9329905 5.4026818 -5.055813 0.002557284 0.0415178585 -1.2247546075 858
CBX4 1.81647 7.8528532 8.610684 0.0001349404 0.011112275 1.773376346 8535
CBX6 -1.715376 8.7451128 -6.317143 0.0007347126 0.022935567 0.015903352 23466
CBX8 1.636316 6.1498819 5.623503 0.001351102 0.030661049 -0.632202307 57332
CC2D2A -1.745368 5.1940582 -7.234758 0.0005474166 0.0185633045 0.7065878945 57545
CCBE1 -3.382432 2.8259622 -9.405561 8.203021e-05 0.009486024 2.271177649 147372
CCDC115 -1.510526 9.07499485 -6.070442 0.0009070672 0.0252600455 -0.2074953785 84317
CCDC122 -1.446792 6.1577836 -6.638347 0.0005637444 0.020121098 0.295601809 160857
CCDC13 -1.060838 1.977292 -4.773048 0.003084279 0.046776809 -1.517531717 152206
CCDC28B -1.741347 5.9213522 -5.344806 0.001752928 0.034895824 -0.910801945 79140
CCDC68 -3.156899 2.3829986 -5.465447 0.001564274 0.032935348 -0.788866013 80323
CCDC8 -3.348652 6.6062757 -7.915963 0.0002156708 0.013126013 1.295685583 83987
CCDC80 -1.57383 6.8293372 -7.117879 0.00041002555 0.017279812 0.681602105 151887
CCDC88A -2.00908730769231 6.15267204615385 -9.65504684615385 0.000212263506153846 0.0115447303846154 2.31248371838462 55704
CCL28 -1.991916 4.3504386 -6.433458 0.0006667194 0.021763867 0.118614667 56477
CD248 -1.896054 8.3794955 -8.171563 0.0001807774 0.01235084 1.476384742 57124
CD38 -6.698139 7.7455211 -11.22215 2.98939e-05 0.008596569 3.245234575 952
CD8A -1.978704 5.9572203 -8.596213 0.0001362188 0.011112275 1.7638497 925
CD8B -1.72859115 4.93942385 -7.967646 0.005405368925 0.0491764065 0.433342763 926
CDC2 3.5127956 5.75793481 5.0413692 0.0027600529 0.042642249 -1.2468586627 983
CDC25A 2.022187 4.41595565 4.710153 0.003444893 0.048854646 -1.593135379 993
CDC40 -1.169003675 7.264716825 -5.78076225 0.0027432651 0.037980385 -0.6230884205 51362
CDC42EP3 -1.982821 9.4164882 -9.392227 8.269221e-05 0.009486024 2.263222373 10602
CDC6 2.338463 6.3978543 7.277852 0.0003425069 0.016093891 0.81742209 990
CDCA2 2.085741 3.43993385 6.330582 0.0026220923 0.036213544 -0.224890241 157313
CDCA7 -4.233053 4.09254595 -10.9258035 5.511827e-05 0.009290118 3.0096803785 83879
CDCA8 1.724061 7.8420029 8.134834 0.0001853664 0.012471907 1.450783065 55143
CDKL1 -2.3502895 4.79774695 -6.189649 0.0016733935 0.0306194985 -0.2241072275 8814
CDKL2 -2.288155 4.446599 -5.684202 0.001278195 0.029920932 -0.572953275 8999
CDKN1C -1.922134 11.3554529 -7.951446 0.0002103906 0.013009246 1.321128058 1028
CDKN2C 1.139006 10.2539893 5.047233 0.002339633 0.040444919 -1.220527897 1031
CDO1 -2.800954 6.2584814 -4.846265 0.002862038 0.044926331 -1.437109933 1036
CENPA 4.416354 3.1320189 5.993341 0.0009699645 0.026020829 -0.278871646 1058
CENPT -1.3203375 6.22271875 -7.1213505 0.0004471246 0.0176899145 0.6694783445 80152
CETN1 3.349863 2.1886002 6.545313 0.0006080562 0.020958384 0.215851661 1068
CFL2 -1.6983035 8.92101835 -6.594804 0.00058898635 0.020560916 0.257088939 1073
CGREF1 2.332831 10.3276374 5.429905 0.001617338 0.033434732 -0.824575735 10669
CHD9 -1.253738125 5.635615875 -5.267105 0.0028489214 0.0409055085 -1.03649203225 80205
CHL1 -2.5766445 2.0395127 -7.8478545 0.00064413053 0.0191527435 1.032163481 10752
CHODL -4.193651 6.6268906 -5.659509 0.0013073 0.030223767 -0.596996084 140578
CHP2 -5.119732 6.3462924 -7.77662 0.0002379394 0.013765581 1.194631036 63928
CHPF 1.190696 6.9992162 4.648145 0.003509963 0.04990036 -1.656617905 79586
CHRDL1 -2.56002 5.9037988 -8.683418 0.0001287212 0.011057984 1.820997186 91851
CHRFAM7A -4.277348 5.41897 -16.78887 2.850533e-06 0.008596569 5.263158206 89832
CHRNA7 -3.324179 5.7181775 -13.92312 8.549033e-06 0.008596569 4.370275744 1139
CHST3 -1.867557 5.9531986 -7.41149 0.0003100396 0.015416658 0.920935635 9469
CIB2 -2.952195 8.4888776 -10.87056 3.590259e-05 0.008596569 3.072456959 10518
CITED4 -1.3681025 7.6505927 -6.070784 0.00326730355 0.0404264215 -0.4545377195 163732
CKAP2L 2.64686 1.9378103 6.272845 0.000762672 0.023291507 -0.023648585 150468
CKMT2 -2.962178 6.4492457 -5.841167 0.001109584 0.027950724 -0.422049471 1160
CLASP1 -1.525349 6.5533409 -8.204944 0.00017672 0.01235084 1.499549034 23332
CLDN3 1.5518315 11.45302925 7.2164625 0.00037796865 0.0166723905 0.760798461 1365
CLDN7 1.760691 11.1952554 7.766477 0.0002396613 0.013775167 1.187203393 1366
CLIC3 -3.245804 5.1182861 -8.038612 0.0001980402 0.01280859 1.383135899 9022
CLIC6 -3.96668 5.7765347 -4.72195 0.003250948 0.048155002 -1.574142007 54102
CLPB 1.540053 7.6694077 7.118769 0.0003863822 0.016988594 0.691775671 81570
CLU -1.993008 11.4814949 -6.736168 0.0005211005 0.019434415 0.378370605 1191
CMTM5 -2.455122 4.446516 -8.796261 0.000119716 0.010894794 1.894024549 116173
CNDP1 -2.17497 2.7849543 -7.154079 0.0003761106 0.016796251 0.719895548 84735
CNN1 -3.697219 14.5780635 -6.217977 0.0007990079 0.023866407 -0.072973764 1264
CNPY4 -1.509029 6.6896872 -5.778751 0.001173391 0.028659909 -0.481659083 245812
CNRIP1 -1.92247 6.8663134 -6.20631 0.0008069875 0.023946304 -0.083510498 25927
CNTFR -2.318964 2.7107494 -4.773804 0.003081884 0.046758015 -1.51669627 1271
COL13A1 -2.88122736363636 6.06897644545455 -10.6523747272727 4.54276254545455e-05 0.00886680381818182 2.94177678490909 1305
COL16A1 -2.463671 11.5615524 -4.978679 0.002504618 0.04155717 -1.293727644 1307
COL17A1 -5.708523 5.1667329 -8.047479 0.00033507118 0.0150254785 1.2901415295 1308
COL21A1 -1.582922 4.3977399 -6.068823 0.0009082353 0.025330985 -0.20896985 81578
COL23A1 -3.229264 5.5689446 -5.6437 0.00132633 0.030362648 -0.612432509 91522
COL4A2 -1.266638 12.3864088 -7.201696 0.0003627527 0.016527645 0.757605956 1284
COL4A4 -2.916881 5.3018049 -5.45849 0.001574502 0.033023069 -0.795841866 1286
COL6A1 -2.163496 8.2399656 -6.3683935 0.00128905995 0.027232617 -0.043873524 1291
COMP 2.097281 9.06183195 5.6133455 0.0032814412 0.0420637325 -0.793418594 1311
COPZ2 -1.705255 8.3907543 -6.668228 0.0005503071 0.020003366 0.321001803 51226
CORO2B -2.135636 2.6882263 -7.086713 0.0003959872 0.01712482 0.666132205 10391
CORO6 -2.309278 7.2785847 -7.088238 0.000395524 0.01712482 0.667354942 84940
COX19 -1.227578 7.22228095 -4.983716 0.0026598465 0.0426446365 -1.297089819 90639
COX7A1 -2.769972 10.9367639 -11.67907 2.374512e-05 0.008596569 3.459717523 1346
CPA6 -5.1137115 3.4821286 -7.8510555 0.0003310537 0.015169092 1.1801613475 57094
CPAMD8 -3.143517 10.551983 -5.680074 0.001283009 0.02997049 -0.576966978 27151
CPEB1 -2.566338 4.8382003 -5.55339 0.001441289 0.031648607 -0.701270006 64506
CREB3L2 1.14477 7.749878 5.613993 0.00136295 0.030732944 -0.641531517 64764
CRELD2 1.171747 12.3924457 5.086373 0.002250985 0.039494298 -1.179049305 79174
CRIP3 -3.634664 4.4959722 -6.147621 0.0008485385 0.024520742 -0.136773087 401262
CRYAB -3.100431 9.3286498 -7.336985 0.0003276804 0.01579298 0.863452234 1410
CRYZ -1.902583 7.69637195 -6.4949545 0.0006460225 0.021443434 0.1692930435 1429
CSMD1 2.887925 3.2956956 8.464827 0.0001484885 0.011509366 1.676556524 64478
CSPG4 -2.393334 7.3320532 -13.38245 1.077233e-05 0.008596569 4.17048483 1464
CSRP1 -3.209463 10.5994595 -6.6698335 0.00057986575 0.0202209235 0.3139465365 1465
CUEDC1 -1.259446 7.2938865 -6.03635 0.0009342242 0.025515258 -0.238952754 404093
CWC22 -1.329565 6.3586962 -6.532866 0.0006142825 0.020985254 0.205104804 57703
CX3CL1 -1.476555 7.7335487 -6.57228 0.0007644097 0.022308077 0.190635325 6376
CX3CR1 -1.638278 8.1688159 -5.024378 0.002393226 0.040795485 -1.244853721 1524
CXADRP2 2.233376 6.3217195 5.723145 0.001233786 0.029323586 -0.535205309 646243
CYB5R2 -1.610975 9.9152439 -5.143693 0.002127954 0.038593815 -1.118712125 51700
CYP1B1 -1.509203 10.7451539 -4.644058 0.003524977 0.049971749 -1.66121062 1545
CYP27A1 -2.505355 6.5893818 -4.654592 0.003486433 0.049791171 -1.649380273 1593
CYP2S1 -1.788741 3.087095 -6.118505 0.0008700577 0.024819803 -0.16335817 29785
CYP2W1 -1.265122 5.7505118 -6.043002 0.0009288312 0.025463663 -0.23279898 54905
CYP3A4 -6.099552 4.615742 -9.972853 5.880333e-05 0.008995388 2.59805093 1576
CYP3A7 -6.798801 6.7687389 -9.623152 7.204804e-05 0.009319663 2.399198848 1551
CYTL1 -2.443019 4.7028099 -5.419149 0.001633798 0.03361308 -0.835417169 54360
DACH2 -3.6126985 2.9109624 -15.2632105 0.0002544243015 0.0139237695 3.5264525485 117154
DACT1 -2.1625895 5.8515228 -6.607032 0.00058336395 0.0204909065 0.267504137 51339
DACT2 -4.445725 6.9759169 -9.20574 9.263054e-05 0.009904427 2.150590455 168002
DACT3 -2.0608665 6.49966335 -5.6426435 0.00331699915 0.0421584585 -0.7727884155 147906
DARS2 1.319267 6.7563006 5.625842 0.001348207 0.030653655 -0.629910065 55157
DBNDD2 -2.363572 9.4801308 -9.442643 8.022113e-05 0.009428601 2.293234436 55861
DCHS1 -1.792099 6.4590443 -6.328189 0.000727925 0.022831683 0.025728047 8642
DDO -1.813631 4.0980022 -5.146834 0.002121436 0.038581331 -1.115419871 8528
DDR2 -2.3579825 6.384664 -5.6883815 0.0012999955 0.0299753915 -0.571886929 4921
DDX26B -2.031927 5.867175 -4.700884 0.003322607 0.048703083 -1.597597718 203522
DDX43 -3.140916 5.5559233 -5.133178 0.002149939 0.038801969 -1.12974419 55510
DEFB1 -4.115429 8.0875602 -5.391454 0.001677067 0.034113498 -0.863408766 1672
